index,index_in_dataset,t_fgsm,t_dlfuzz,kl_fgsm,kl_dlfuzz,ws_fgsm,ws_dlfuzz,js_fgsm,js_dlfuzz,mse_fgsm,mse_dlfuzz
127,9974,0.005357027053833008,0.7468159198760986,0.678031261104471,1.0966095339205526,0.0012226575354542472,0.001668096393204855,0.17933214831344974,0.38054402983514446,0.014187128982738322,0.03556120204763853
128,9868,0.005694150924682617,0.7363903522491455,,1.2248209479391963,,0.0017685259301427685,,0.44245297020793295,,0.04317350147782299
129,7856,0.0065975189208984375,0.7477271556854248,0.36262346473567336,0.4682483593305573,0.0007592794225792646,0.0009510710186183327,0.06108397039803193,0.0913417588447405,0.01376745394645391,0.012744081528113372
129,7856,0.0065975189208984375,0.7477271556854248,0.36262346473567336,0.4682483593305573,0.0007592794225792646,0.0009510710186183327,0.06108397039803193,0.0913417588447405,0.01376745394645391,0.012744081528113372
130,117,0.0057621002197265625,0.727914571762085,,0.8944404977503619,,0.0014853095029520077,,0.2747727734349159,,0.045971721936262
132,9607,0.005770206451416016,0.9517638683319092,0.49583753492623006,,0.0009708229645657388,,0.10212773956840665,,0.01247646796229079,
134,1770,0.005720376968383789,0.75661301612854,,1.3347579923730755,,0.0018496359794148369,,0.4958803833572808,,0.06592742334420235
136,9348,0.0062487125396728516,1.377725601196289,,1.3837300063031095,,0.0018913107730385284,,0.5206413529037346,,0.04055326219450318
138,9833,0.005481719970703125,0.7635147571563721,,0.8066777894912782,,0.0013933083704886972,,0.2446337240550474,,0.029782066231784136
139,1315,0.005934476852416992,0.7695889472961426,0.5578632021529057,0.7819256685852289,0.0010655587843810227,0.0013615623024193747,0.1359543622854923,0.22734908662758907,0.01408218060745874,0.020202954323232197
139,1315,0.005934476852416992,0.7695889472961426,0.5578632021529057,0.7819256685852289,0.0010655587843810227,0.0013615623024193747,0.1359543622854923,0.22734908662758907,0.01408218060745874,0.020202954323232197
140,2894,0.005951881408691406,0.7725868225097656,0.34736604719934694,0.5194196423324962,0.0007281299828180298,0.001025097659279025,0.06266958426012592,0.11744217716645103,0.014116243797850678,0.02029481657522121
140,2894,0.005951881408691406,0.7725868225097656,0.34736604719934694,0.5194196423324962,0.0007281299828180298,0.001025097659279025,0.06266958426012592,0.11744217716645103,0.014116243797850678,0.02029481657522121
141,6694,0.005629777908325195,0.765573263168335,0.7400642764101942,,0.0013066947168773892,,0.20661019577336107,,0.01527656744683916,
142,9428,0.007954835891723633,0.7515194416046143,,0.811605268146482,,0.0013750328184623174,,0.2336180764616428,,0.030594223120020025
143,4259,0.0059604644775390625,0.7712860107421875,0.6198338552165189,1.0331528510612211,0.0011476779274020765,0.0016171591027001856,0.15393042492604428,0.34129925013747464,0.012827022270127695,0.02854550154759347
143,4259,0.0059604644775390625,0.7712860107421875,0.6198338552165189,1.0331528510612211,0.0011476779274020765,0.0016171591027001856,0.15393042492604428,0.34129925013747464,0.012827022270127695,0.02854550154759347
144,548,0.005560159683227539,0.751537561416626,,0.8886122256013921,,0.001483009250156082,,0.26991824678336074,,0.03392891144574321
145,7109,0.0058574676513671875,0.7367870807647705,,0.6867512412254335,,0.0012519212577191089,,0.18426340251262724,,0.028045781159403333
146,5061,0.006317138671875,0.7510509490966797,,0.7993257556508228,,0.0013855777555199969,,0.2404859961765563,,0.03225902452376875
147,6647,0.006879329681396484,0.747525691986084,,1.0659435252060558,,0.0016454858009857885,,0.3569931104211552,,0.041027065303900205
149,8066,0.005505084991455078,0.7397723197937012,,0.6663759754098866,,0.0012306879476111328,,0.17538763279344105,,0.023574041235513363
150,4305,0.005991220474243164,0.7442100048065186,,0.7231627349641667,,0.0012902679058421052,,0.20170157175385034,,0.05572913940625606
151,5979,0.005754232406616211,0.8562917709350586,0.5069550385104995,0.7460175708596911,0.0009896000572239268,0.0013237488910093887,0.10930364793318426,0.20283510651034659,0.013447429345383686,0.0197770259016786
151,5979,0.005754232406616211,0.8562917709350586,0.5069550385104995,0.7460175708596911,0.0009896000572239268,0.0013237488910093887,0.10930364793318426,0.20283510651034659,0.013447429345383686,0.0197770259016786
155,4582,0.005921125411987305,0.8859012126922607,,1.0041279799325844,,0.0015909907309522718,,0.3374693333551022,,0.04588948179462665
156,5817,0.00553584098815918,0.8181843757629395,,0.9345031912434945,,0.0015204115857530747,,0.3029204368417472,,0.05415407545000368
157,9728,0.0053179264068603516,0.8098413944244385,0.4762831120472821,0.6550596814224156,0.0009439726713196991,0.001212773485021146,0.10248512212817279,0.16823534503625753,0.013261920020987271,0.01580418002125172
157,9728,0.0053179264068603516,0.8098413944244385,0.4762831120472821,0.6550596814224156,0.0009439726713196991,0.001212773485021146,0.10248512212817279,0.16823534503625753,0.013261920020987271,0.01580418002125172
159,7488,0.007779121398925781,0.7691383361816406,0.6038381896826693,0.9395818420004609,0.0011248096106373662,0.0015191341899511404,0.14821724729408467,0.2980979424928187,0.014031442446010822,0.02979108175871046
159,7488,0.007779121398925781,0.7691383361816406,0.6038381896826693,0.9395818420004609,0.0011248096106373662,0.0015191341899511404,0.14821724729408467,0.2980979424928187,0.014031442446010822,0.02979108175871046
160,8071,0.005601406097412109,0.7960476875305176,0.4200385600103881,0.6467575789225779,0.0008593747596927189,0.001202402363192061,0.08077901232687806,0.1622690307455915,0.014568829052198686,0.024472510325821047
160,8071,0.005601406097412109,0.7960476875305176,0.4200385600103881,0.6467575789225779,0.0008593747596927189,0.001202402363192061,0.08077901232687806,0.1622690307455915,0.014568829052198686,0.024472510325821047
162,2587,0.005350351333618164,0.7748191356658936,0.5559977242323151,0.9543836963017016,0.0010525727014954107,0.0015310637452715015,0.13076633311779778,0.3063303414495707,0.01455797333287478,0.04273506344709927
162,2587,0.005350351333618164,0.7748191356658936,0.5559977242323151,0.9543836963017016,0.0010525727014954107,0.0015310637452715015,0.13076633311779778,0.3063303414495707,0.01455797333287478,0.04273506344709927
163,5510,0.005459785461425781,0.7865896224975586,,0.6379083107736296,,0.0011930342901504691,,0.1614299727350178,,0.03005018686856585
164,3434,0.005675792694091797,0.7971432209014893,0.8359444637672759,,0.0014204948796399063,,0.2408134687789309,,0.012456106427551076,
165,433,0.006987571716308594,0.7857112884521484,,0.844898849503744,,0.0014226930743722879,,0.2589957964754564,,0.02995564068152805
166,1487,0.005411386489868164,0.7837417125701904,,0.7674102258524529,,0.0013426193284890578,,0.2195551154162531,,0.04328311682766112
169,8985,0.006083250045776367,0.8046584129333496,,0.8415081212329291,,0.0014248569972460188,,0.26333611675301477,,0.052063633024684995
170,9319,0.005290985107421875,0.8197870254516602,,1.144855937284602,,0.0017144807912642898,,0.4014944891830573,,0.04172379164329638
172,2934,0.009660720825195312,0.7633607387542725,,1.1205486461578866,,0.001689465930252741,,0.39450469005957706,,0.05617373881030857
175,4042,0.007160663604736328,0.8572030067443848,0.4392702565026968,0.7213842667387056,0.000892721774686927,0.0012906357664743107,0.09457260395496003,0.20687595452489965,0.014954306131779905,0.02971249174489049
175,4042,0.007160663604736328,0.8572030067443848,0.4392702565026968,0.7213842667387056,0.000892721774686927,0.0012906357664743107,0.09457260395496003,0.20687595452489965,0.014954306131779905,0.02971249174489049
177,7720,0.006520986557006836,0.7771649360656738,0.5004083636598271,,0.0009790738207033978,,0.1133080520486239,,0.013305474630409818,
178,7129,0.008631229400634766,0.7591731548309326,,0.7118788620956606,,0.0012626445195237208,,0.1974654248014282,,0.033409336771287254
179,8351,0.006157636642456055,0.7950534820556641,,0.7994985763683355,,0.0013690123925703414,,0.23175124929259688,,0.03494400973220862
180,6696,0.0055081844329833984,0.8243293762207031,,1.189178283550382,,0.001737075372059263,,0.4214688093070964,,0.046159442412820856
181,3160,0.005326032638549805,0.8944730758666992,0.6689651669207632,0.8937476092779749,0.001209370035601097,0.001493133424432066,0.17544026000663118,0.2726688762330381,0.013255243602977635,0.01705298190173664
181,3160,0.005326032638549805,0.8944730758666992,0.6689651669207632,0.8937476092779749,0.001209370035601097,0.001493133424432066,0.17544026000663118,0.2726688762330381,0.013255243602977635,0.01705298190173664
182,8176,0.0056874752044677734,0.7629573345184326,,0.8723775841838455,,0.0014592617392771207,,0.26716586001350695,,0.03330837806261925
183,5440,0.005496978759765625,0.7469184398651123,0.6239265604586872,0.9046098967350948,0.001159150049913837,0.0014966798480262398,0.1495581882444089,0.2736250137998258,0.015371414742704561,0.029238443582146383
183,5440,0.005496978759765625,0.7469184398651123,0.6239265604586872,0.9046098967350948,0.001159150049913837,0.0014966798480262398,0.1495581882444089,0.2736250137998258,0.015371414742704561,0.029238443582146383
184,4738,0.005826473236083984,1.4262194633483887,0.515541827212901,,0.0010137246050375198,,0.11269033790389543,,0.014138089530302432,
187,3042,0.005431413650512695,1.015852689743042,,0.7601065107941336,,0.0013445965026120052,,0.22680647405218143,,0.03519987620717784
