index,index_in_dataset,t_lava_vae_forward_gradient,t_lava_vae_bp_gradient,t_lava_vae_vanilla,t_lava_cae_forward_gradient,t_lava_cae_bp_gradient,t_lava_cae_vanilla,t_lava_cvae_forward_gradient,t_lava_cvae_bp_gradient,t_lava_cvae_vanilla,kl_lava_vae_forward_gradient,kl_lava_vae_bp_gradient,kl_lava_vae_vanilla,kl_lava_cae_forward_gradient,kl_lava_cae_bp_gradient,kl_lava_cae_vanilla,kl_lava_cvae_forward_gradient,kl_lava_cvae_bp_gradient,kl_lava_cvae_vanilla,ws_lava_vae_forward_gradient,ws_lava_vae_bp_gradient,ws_lava_vae_vanilla,ws_lava_cae_forward_gradient,ws_lava_cae_bp_gradient,ws_lava_cae_vanilla,ws_lava_cvae_forward_gradient,ws_lava_cvae_bp_gradient,ws_lava_cvae_vanilla,js_lava_vae_forward_gradient,js_lava_vae_bp_gradient,js_lava_vae_vanilla,js_lava_cae_forward_gradient,js_lava_cae_bp_gradient,js_lava_cae_vanilla,js_lava_cvae_forward_gradient,js_lava_cvae_bp_gradient,js_lava_cvae_vanilla,mse_lava_vae_forward_gradient,mse_lava_vae_bp_gradient,mse_lava_vae_vanilla,mse_lava_cae_forward_gradient,mse_lava_cae_bp_gradient,mse_lava_cae_vanilla,mse_lava_cvae_forward_gradient,mse_lava_cvae_bp_gradient,mse_lava_cvae_vanilla
0,8374,2.564685583114624,0.7443089485168457,0.5690910816192627,2.0604100227355957,0.6850287914276123,0.612116813659668,0.5503354072570801,0.9268033504486084,0.6381740570068359,,,,,,,-0.01769759791374756,0.6448267314686682,,,,,,,,0.0023982257191005984,0.0002683186581344028,,,,,,,,0.40062485175249146,0.3865968121473422,,,,,,,,0.19721588635454182,0.07663442656476512,
5,9069,1.4396929740905762,0.6288671493530273,0.5839481353759766,2.007798194885254,0.6795027256011963,0.6114344596862793,0.4460573196411133,0.8360230922698975,0.6416723728179932,,,,,,,-0.02930561170082302,0.902502257435716,,,,,,,,0.002353928231803431,0.00016299965617085703,,,,,,,,0.2895230859541598,0.47814259094176903,,,,,,,,0.15461708212696845,0.05103703271036031,
6,3924,1.4927892684936523,0.8245184421539307,0.6431701183319092,2.6026735305786133,0.623690128326416,0.6584203243255615,0.489581823348999,0.5598411560058594,0.714292049407959,,,,,,,0.0,0.8521652952106098,,,,,,,,0.002253941346121996,0.00023866392734797336,,,,,,,,0.0,0.526163420024539,,,,,,,,0.10448114199799827,0.04356818988741136,
7,399,1.4804697036743164,0.6603147983551025,0.7349896430969238,2.091618776321411,0.6935679912567139,0.644047737121582,0.43172478675842285,0.7852516174316406,0.6492154598236084,,,,,,,0.0,0.7143584465819236,,,,,,,,0.002298538854139901,0.0006482043309164612,,,,,,,,0.0,0.28385732409215925,,,,,,,,0.12406113425762465,0.06125559790387143,
8,6863,1.457364559173584,1.171149492263794,0.5907769203186035,1.9710266590118408,0.6302697658538818,0.8070852756500244,0.5296790599822998,1.0491154193878174,0.6481575965881348,,,,,,,0.0,1.2280473327651604,,,,,,,,0.0021453888338984067,0.00020436328778216336,,,,,,,,0.0,0.7414554860083091,,,,,,,,0.11347786173292847,0.06116458703591357,
9,7440,1.3820486068725586,0.6190299987792969,0.5831043720245361,1.8558392524719238,0.6317355632781982,0.6380319595336914,0.4248385429382324,0.6174685955047607,0.7360951900482178,,,,,,,0.0,0.8747721757228946,,,,,,,,0.002291203764466196,0.00010401234449736661,,,,,,,,0.0,0.5835361493061996,,,,,,,,0.11743966217524271,0.04835846868449031,
13,7005,1.4313771724700928,0.5932779312133789,0.608555793762207,2.144528865814209,0.6834547519683838,0.6263327598571777,0.5088827610015869,0.7573764324188232,0.867255687713623,,,,,,,0.0,,,,,,,,,0.0020482197880191764,,,,,,,,,0.0,,,,,,,,,0.06744931305855677,,
15,5587,1.4568228721618652,0.596663236618042,0.596799373626709,1.906869649887085,0.6232540607452393,0.6242842674255371,0.4355487823486328,0.6035301685333252,0.668947696685791,,,,,,,0.0,0.6437036212264338,,,,,,,,0.0022979771115908534,0.0003182103847181848,,,,,,,,0.0,0.3509113995919471,,,,,,,,0.12530349394659826,0.03768248766499808,
16,416,1.4043052196502686,0.5894885063171387,0.5763199329376221,1.8428480625152588,0.7369661331176758,0.6087424755096436,0.4618561267852783,1.0916740894317627,0.7545461654663086,,,,,,,0.0,,,,,,,,,0.002131917126230844,,,,,,,,,0.0,,,,,,,,,0.08083692300449592,,
17,5837,1.6402027606964111,0.664982795715332,0.5824382305145264,2.204674005508423,0.6622483730316162,0.6362807750701904,0.4341418743133545,0.9301373958587646,0.6536035537719727,,,,,,,0.0,1.4406763364391149,,,,,,,,0.002255320751950923,0.00028102114330085074,,,,,,,,0.0,0.7953297889043975,,,,,,,,0.10436170546650032,0.05087502670793697,
18,6881,1.6095836162567139,0.6496932506561279,0.6129128932952881,2.580979347229004,0.6452696323394775,0.6600148677825928,0.48298096656799316,0.7133822441101074,0.856367826461792,,,,,,,-0.01760365222923632,1.3534377934150215,,,,,,,,0.0023456553638970413,0.00047955715528081504,,,,,,,,0.3752263436387922,0.7436960673975272,,,,,,,,0.150070812638781,0.0974734319751065,
19,9965,1.7113020420074463,0.6515588760375977,0.6085119247436523,2.1293694972991943,0.5623366832733154,0.4686434268951416,2.2405993938446045,0.691016674041748,0.6904897689819336,,,,,0.35474041110104226,0.35050988394006277,,,,,,,,0.00015217866527898204,0.0001539066700477103,,,,,,,,0.24774225626841495,0.24469750973656204,,,,,,,,0.02512673717891438,0.024938093932222228,,,
21,8549,1.5490005016326904,0.5958056449890137,0.5767390727996826,2.0318429470062256,1.1581087112426758,0.755455732345581,0.4496283531188965,0.6701667308807373,0.6932373046875,,,,,,,0.0,,,,,,,,,0.0022290111708026614,,,,,,,,,0.0,,,,,,,,,0.10144153739927345,,
22,1642,1.1215975284576416,0.5372693538665771,1.1396458148956299,2.0738658905029297,0.6194343566894531,1.2631685733795166,2.6463842391967773,0.6649880409240723,0.9135582447052002,0.7412827399420336,0.28262557661141846,0.28765450257696146,,0.37833050553829745,0.371529159584406,,,,0.0007188953266979193,0.0004525025174159043,0.0004671650636794786,,0.00011100125901572569,0.0001145890000406164,,,,0.3979938460094493,0.19768756008405866,0.2005411510496237,,0.32451022061985574,0.3183598206188896,,,,0.08882746146179141,0.024985148275431652,0.025425812292830023,,0.02467854643399739,0.024297319596132894,,,
23,1807,1.9086849689483643,0.8155341148376465,0.6568417549133301,2.548841953277588,0.9747614860534668,0.9274652004241943,1.0546505451202393,1.0955700874328613,0.96337890625,,,,,,,-0.039612196416328,1.0209216795969245,,,,,,,,0.0023403392223923687,0.0004029768626596856,,,,,,,,0.23613192684829779,0.6885401482398458,,,,,,,,0.13755955323305794,0.05679676380600154,
