index,index_in_dataset,t_lava_vae_forward_gradient,t_lava_vae_bp_gradient,t_lava_vae_vanilla,t_lava_cae_forward_gradient,t_lava_cae_bp_gradient,t_lava_cae_vanilla,t_lava_cvae_forward_gradient,t_lava_cvae_bp_gradient,t_lava_cvae_vanilla,kl_lava_vae_forward_gradient,kl_lava_vae_bp_gradient,kl_lava_vae_vanilla,kl_lava_cae_forward_gradient,kl_lava_cae_bp_gradient,kl_lava_cae_vanilla,kl_lava_cvae_forward_gradient,kl_lava_cvae_bp_gradient,kl_lava_cvae_vanilla,ws_lava_vae_forward_gradient,ws_lava_vae_bp_gradient,ws_lava_vae_vanilla,ws_lava_cae_forward_gradient,ws_lava_cae_bp_gradient,ws_lava_cae_vanilla,ws_lava_cvae_forward_gradient,ws_lava_cvae_bp_gradient,ws_lava_cvae_vanilla,js_lava_vae_forward_gradient,js_lava_vae_bp_gradient,js_lava_vae_vanilla,js_lava_cae_forward_gradient,js_lava_cae_bp_gradient,js_lava_cae_vanilla,js_lava_cvae_forward_gradient,js_lava_cvae_bp_gradient,js_lava_cvae_vanilla,mse_lava_vae_forward_gradient,mse_lava_vae_bp_gradient,mse_lava_vae_vanilla,mse_lava_cae_forward_gradient,mse_lava_cae_bp_gradient,mse_lava_cae_vanilla,mse_lava_cvae_forward_gradient,mse_lava_cvae_bp_gradient,mse_lava_cvae_vanilla
16,416,1.509706735610962,0.6206471920013428,0.6259667873382568,2.067945718765259,0.6633813381195068,0.7078118324279785,0.5848760604858398,0.9760324954986572,0.7726809978485107,,,,,,,0.0,10.778939386359898,,,,,,,,0.002131917126230844,0.0004435488918427636,,,,,,,,0.0,5.422417097777545,,,,,,,,0.08083692300449592,0.11345341436860304,
17,5837,2.2921226024627686,1.1832075119018555,0.741192102432251,2.2250142097473145,0.7749979496002197,0.7772753238677979,0.584589958190918,0.6703345775604248,0.7893180847167969,,,,,,,0.0,1.61547546084869,,,,,,,,0.002255320751950923,0.00029414951470014216,,,,,,,,0.0,0.8860493679717674,,,,,,,,0.10436170546650032,0.05386588726923879,
18,6881,1.7794699668884277,0.6685490608215332,0.6806154251098633,2.0341796875,0.6732218265533447,0.7213811874389648,0.8213269710540771,0.3736715316772461,0.6749422550201416,,,,,,,-0.01760365222923632,1.7450820715789352,,,,,,,,0.0023456553638970413,0.0005128661031895758,,,,,,,,0.3752263436387922,0.9338619321057731,,,,,,,,0.150070812638781,0.11077621300101469,
19,9965,1.4740452766418457,0.6248629093170166,0.719200611114502,0.6352126598358154,0.30338573455810547,0.3577244281768799,2.267319679260254,0.6898086071014404,0.7003731727600098,0.5707211389818412,0.44866093812600283,0.48362045396418696,13.228900196599039,0.3535165858940935,0.45932036784335034,,,,0.0004952304516270756,0.00038387574722439227,0.00038640344544173564,0.00032672846062760516,0.00015094550868676433,0.0001282582037085832,,,,0.3594808173675692,0.2997044043603316,0.31703275465620206,6.905779676658308,0.2467745211578451,0.31735779571927414,,,,0.03411812510927466,0.027051723586340806,0.029040058311546435,0.09563976214232155,0.025065688164972216,0.02944461524127725,,,
21,8549,1.9080934524536133,0.6188971996307373,0.6070845127105713,2.123074769973755,0.6629641056060791,0.6493899822235107,0.44134044647216797,0.9147677421569824,0.7358691692352295,0.7267415961500254,,,,,,0.0,1.4125173495691032,,0.00046233792391379725,,,,,,0.0022290111708026614,0.0008282355324856005,,0.408695507800956,,,,,,0.0,0.6783535152487193,,0.049707832220313455,,,,,,0.10144153739927345,0.10065965086645434,
22,1642,0.7089705467224121,0.23014163970947266,0.20068097114562988,2.845726490020752,0.656306266784668,0.28578996658325195,2.1706809997558594,0.7390170097351074,0.6809332370758057,-0.13647074787738794,0.35247420761258175,0.2948165673629308,2.886031556026407,1.0370529993410473,0.46260472654818685,,,,0.000726958072315144,0.0004322279476244404,0.00044320350374229064,0.0006007023615796952,0.0002503232006738451,0.00011233122185222956,,,,0.25171984642689726,0.24727096098344137,0.2069104704171986,1.5359540002143437,0.7355893516765176,0.3750480927823454,,,,0.1293911556702809,0.030721936408406137,0.02620166937339681,0.13533435646425493,0.057116642110595674,0.03108604555482534,,,
23,1807,1.5013070106506348,0.6266903877258301,0.6115498542785645,1.983652114868164,0.6571333408355713,1.231724500656128,0.7568459510803223,0.43570375442504883,0.7212531566619873,,,,,,,-0.039612196416328,1.174894280115503,,,,,,,,0.0023403392223923687,0.0004299155324375168,,,,,,,,0.23613192684829779,0.7878904047336323,,,,,,,,0.13755955323305794,0.06233297728295001,
24,1517,1.5433788299560547,0.6386117935180664,0.6126937866210938,2.0451343059539795,0.7038764953613281,0.6650335788726807,0.44033074378967285,0.49919581413269043,0.7240419387817383,,,,,,,-0.03548384781698147,3.6476548946748517,,,,,,,,0.002338156153652743,0.00048257755735885616,,,,,,,,0.2558167296295465,2.0386832395026344,,,,,,,,0.13746337750786589,0.11125423023055367,
25,3472,1.5192573070526123,0.6535685062408447,0.6432774066925049,2.5246341228485107,0.7063605785369873,0.7027707099914551,0.45740318298339844,0.36629676818847656,0.7090885639190674,,,,,,,0.0,1.7419984556156105,,,,,,,,0.0022710263510114584,0.000526870196520357,,,,,,,,0.0,0.9299359349681796,,,,,,,,0.11003320936217625,0.08344289175773846,
26,8622,1.8778355121612549,0.689103364944458,0.658822774887085,2.017286539077759,0.6822857856750488,0.6795687675476074,1.1287498474121094,0.37374424934387207,0.7001910209655762,,,,,,,-0.04480983358054448,1.2319040055057893,,,,,,,,0.002308052399575279,0.0003588909864031329,,,,,,,,0.2126482418333432,0.6467732921718706,,,,,,,,0.11916512799862335,0.07208728156012004,
27,7541,0.9510359764099121,0.9334659576416016,0.4797687530517578,2.4059245586395264,0.7452683448791504,0.8144276142120361,0.506718635559082,0.3206174373626709,0.7017824649810791,0.0025919609228178915,0.6688488888871769,0.8921263667766406,,,,0.0,1.0389687157586354,,0.0007886040582161233,0.00052932553666354,9.698791289761533e-05,,,,0.0021337381824194064,0.0003945585566277337,,0.032710976479792764,0.3812632116767336,0.5350343771972961,,,,0.0,0.5948921626208694,,0.21070997026261484,0.04516655602245494,0.018523159762609338,,,,0.08170836962235875,0.04419303388461263,
