index,index_in_dataset,t_lava_vae_forward_gradient,t_lava_vae_bp_gradient,t_lava_vae_vanilla,t_lava_cae_forward_gradient,t_lava_cae_bp_gradient,t_lava_cae_vanilla,t_lava_cvae_forward_gradient,t_lava_cvae_bp_gradient,t_lava_cvae_vanilla,kl_lava_vae_forward_gradient,kl_lava_vae_bp_gradient,kl_lava_vae_vanilla,kl_lava_cae_forward_gradient,kl_lava_cae_bp_gradient,kl_lava_cae_vanilla,kl_lava_cvae_forward_gradient,kl_lava_cvae_bp_gradient,kl_lava_cvae_vanilla,ws_lava_vae_forward_gradient,ws_lava_vae_bp_gradient,ws_lava_vae_vanilla,ws_lava_cae_forward_gradient,ws_lava_cae_bp_gradient,ws_lava_cae_vanilla,ws_lava_cvae_forward_gradient,ws_lava_cvae_bp_gradient,ws_lava_cvae_vanilla,js_lava_vae_forward_gradient,js_lava_vae_bp_gradient,js_lava_vae_vanilla,js_lava_cae_forward_gradient,js_lava_cae_bp_gradient,js_lava_cae_vanilla,js_lava_cvae_forward_gradient,js_lava_cvae_bp_gradient,js_lava_cvae_vanilla,mse_lava_vae_forward_gradient,mse_lava_vae_bp_gradient,mse_lava_vae_vanilla,mse_lava_cae_forward_gradient,mse_lava_cae_bp_gradient,mse_lava_cae_vanilla,mse_lava_cvae_forward_gradient,mse_lava_cvae_bp_gradient,mse_lava_cvae_vanilla
28,3478,1.5557031631469727,0.657367467880249,0.6561775207519531,2.099053382873535,0.806675910949707,0.6475441455841064,0.4757556915283203,0.500823974609375,1.1457219123840332,,,,,,,0.0,1.4457082568744484,,,,,,,,0.002284987539798269,0.0004073725069134887,,,,,,,,0.0,0.7626355647546189,,,,,,,,0.11711162896531165,0.07787853373498635,
29,516,1.5208232402801514,0.6188755035400391,0.6139388084411621,2.033595085144043,0.6579906940460205,0.6453025341033936,2.1538376808166504,0.4852566719055176,0.6784682273864746,,,,,,,,21.42112221051389,,,,,,,,,0.0010337610485942786,,,,,,,,,10.887720524136434,,,,,,,,,0.12256697643767521,
30,1042,1.5286240577697754,0.6877822875976562,0.6709208488464355,2.849280834197998,0.7147231101989746,0.772310733795166,0.5116188526153564,0.250685453414917,0.746711015701294,,,,,,,0.0,0.7081873463513032,,,,,,,,0.002273181917819202,7.841250657997e-05,,,,,,,,0.0,0.426730338912459,,,,,,,,0.16345589323831708,0.042175829441095214,
34,4285,1.5894989967346191,0.5299012660980225,0.5722637176513672,2.175725221633911,0.7347958087921143,0.7077858448028564,0.5510768890380859,0.6745460033416748,0.713707685470581,0.3362266346198057,0.2723823694533942,0.2764976944816939,,,,0.0,0.8807677295950389,,0.001478421405545656,0.00011550997819335215,0.00010597779914232002,,,,0.0023778485695861644,0.00019353399004664717,,0.6286025557031514,0.18594459020158247,0.18986159882905654,,,,0.0,0.474887985052749,,0.17661251302274286,0.026675070079656096,0.027065234114671516,,,,0.1807204842721402,0.08016072242369646,
35,1229,0.47408008575439453,0.20975589752197266,0.2159435749053955,2.337217330932617,0.7702953815460205,0.7519452571868896,2.489849805831909,0.8144738674163818,0.9617025852203369,9.168832529519971,0.4130462808653891,0.31086308503387244,,,,,,,0.0003167105144646835,9.42933171565084e-05,9.102513781346995e-05,,,,,,,4.82648978375422,0.3084308303811241,0.23867776770367208,,,,,,,0.1027552607704426,0.02604845207931396,0.022500882608406724,,,,,,
36,5035,1.6818556785583496,0.9295785427093506,1.0638680458068848,4.853466510772705,0.8457636833190918,0.7302415370941162,2.4829399585723877,0.8114016056060791,0.7763135433197021,,0.7042099170529401,0.7317745068685104,1.1782442148409138,,,,,,,0.0001826790389071506,0.00018465646228182434,0.00017293339906932715,,,,,,,0.40371820186029567,0.41907722996261787,0.6863386684877969,,,,,,,0.062238302405833265,0.062444005837306686,0.08871729562816756,,,,,
37,4144,1.695298194885254,0.710315465927124,0.7049469947814941,2.7875332832336426,0.6929209232330322,0.6751444339752197,0.4747307300567627,0.931342363357544,0.8500230312347412,,,,,,,0.0,2.080158696232755,,,,,,,,0.002162661620443694,0.0010104864688772444,,,,,,,,0.0,1.015923606656197,,,,,,,,0.08514127219515258,0.10369052987353933,
38,7307,1.249342918395996,0.5326323509216309,0.5855855941772461,2.074514150619507,1.0320720672607422,0.6819453239440918,2.5359206199645996,1.3411037921905518,0.8011031150817871,0.04195554297461724,0.20325334813587317,0.3102761001248022,,0.45767161723667177,,,,,0.0005913731503875115,0.00012975697168045528,0.00017721758495358795,,8.737476021322139e-05,,,,,0.15103482592022227,0.12971221800487662,0.17713631652793985,,0.2798565637352546,,,,,0.1630392633943401,0.011359966900508259,0.019295749629407354,,0.012305765102873692,,,,
39,4096,1.4246838092803955,0.5946755409240723,0.7493479251861572,1.9029209613800049,0.35334205627441406,0.4986991882324219,2.3433988094329834,0.7322113513946533,0.7861194610595703,3.8484776240287952,0.5319006238284022,0.5774229318207182,12.033539404409655,1.2199835444626494,1.107403984314241,,,,0.0008636501233562715,0.0006309286974170015,0.0006014082695677843,9.32741849010104e-05,0.0005515644343920724,0.00047825836518063943,,,,1.8952809955019656,0.22209014460680762,0.25158135666719117,6.051012781899907,0.7875845055168023,0.729559151629597,,,,0.13255042518594193,0.027567517219492885,0.02965191332212687,0.10859610171687083,0.042338203871068125,0.04051769499355131,,,
40,5947,1.2903821468353271,0.34386181831359863,0.35139966011047363,2.6358413696289062,0.7095019817352295,0.7253117561340332,0.49506688117980957,0.26561832427978516,0.734830379486084,4.0663823750693355,0.20874843562583284,0.18633723429856236,,,,0.0,0.2141442133174169,,0.0004354062684627029,0.00018915607867948106,0.00020085165729934832,,,,0.002356524241218093,0.00023090874406933844,,2.054387751365014,0.09747115425503194,0.08511465425446348,,,,0.0,0.11597119988809437,,0.1784056778929685,0.027659447186741026,0.023821747908202354,,,,0.1940778075936257,0.029619139982547275,
41,4873,1.58365797996521,0.6499490737915039,0.636418342590332,2.1390774250030518,0.7280280590057373,0.676055908203125,0.49175500869750977,0.7518429756164551,0.72369384765625,,,,,,,0.0,,,,,,,,,0.0022757327960665538,,,,,,,,,0.0,,,,,,,,,0.1123101593578608,,
42,9865,0.7578201293945312,0.6840357780456543,0.29148149490356445,2.3727073669433594,0.7077794075012207,0.6175796985626221,0.49676942825317383,0.2403397560119629,0.7124640941619873,-0.13735869012263563,0.2828015468841605,0.2599649458670512,0.34351498930442376,0.3193133205313096,0.2967443830085564,0.0,0.7174653680617057,,0.0006602933457267546,0.00039265289262687704,0.0003822810439578188,0.00015949460092230092,0.0001498369209841442,0.00014492370731970504,0.002351045534427674,0.0003038571688633157,,0.21378659765244676,0.13517381702803774,0.1260689487410319,0.23658396473920784,0.22585014819532412,0.21286960191204796,0.0,0.4179577913488407,,0.15851455660735847,0.027343142270602222,0.02411966221183226,0.02842853466521418,0.025327156904859413,0.024366917445768552,0.15198387198016464,0.0634664257268394,
43,312,1.6010007858276367,0.674365758895874,0.6411073207855225,2.1678342819213867,0.7000105381011963,0.6972332000732422,0.5165467262268066,0.32711029052734375,0.7959771156311035,,,,,,,0.0,0.7802516198840915,,,,,,,,0.0023557943774123683,0.0002635184468856581,,,,,,,,0.0,0.4723591542071687,,,,,,,,0.15839554829619862,0.0638724073575432,
44,5853,1.7884657382965088,0.6897215843200684,0.6954832077026367,2.27946400642395,0.7548940181732178,0.6554443836212158,0.4742753505706787,0.48284435272216797,0.7446072101593018,,,,,,,0.0,2.2930507507844116,,,,,,,,0.002297008010651063,0.00026637900889627463,,,,,,,,0.0,1.2326786547561008,,,,,,,,0.12619571357954948,0.08753155977835138,
45,1157,0.621823787689209,0.4503021240234375,0.36821770668029785,2.2077221870422363,0.20793676376342773,0.2346031665802002,0.466707706451416,0.24825048446655273,1.124094009399414,1.7600486236430872,0.2692758969884763,0.23450011899742476,,0.22321030492573296,0.23230235774135236,0.0,1.0940155444481372,,0.0006296506355291984,0.00015605557203209018,0.00016633029116527268,,0.00016341357800404494,0.0001648392424945581,0.002249288111877215,0.0003212590757022357,,0.9134101883744754,0.1876800416006702,0.16277269033059183,,0.144471490894704,0.1489472100384835,0.0,0.58095764786071,,0.07826403338978326,0.014996585641669339,0.01340293731503469,,0.015496698322461502,0.015507586867849676,0.10036400834843741,0.05111691787237698,
46,7199,1.37553071975708,0.5810766220092773,0.5699558258056641,1.930668830871582,0.7606022357940674,0.6857945919036865,0.4365828037261963,0.5558798313140869,0.6597254276275635,,,,,,,0.0,1.6576863514724764,,,,,,,,0.0022549354682857587,0.0006089232850176636,,,,,,,,0.0,0.9064295921782304,,,,,,,,0.1040244921498011,0.09197091423227816,
47,9714,1.502147912979126,0.4983062744140625,0.6418328285217285,1.9683115482330322,0.648383378982544,0.8387823104858398,0.6101515293121338,0.23687314987182617,0.6693365573883057,,0.2640222741165192,0.23092159373499666,,,,-0.026207088496261632,1.1680112944367784,,,0.00026774788870227256,0.0002652758847722077,,,,0.002363045813542312,0.000101886678521722,,,0.190089187387667,0.16991360342227807,,,,0.30623262182543476,0.6630951577952854,,,0.027556042810838784,0.02448685463819988,,,,0.1588292921483802,0.0753252402099082,
48,2559,1.900618076324463,0.20843291282653809,0.2515878677368164,1.9709527492523193,0.784919261932373,0.8284900188446045,0.4556732177734375,0.23200654983520508,0.7117230892181396,1.3350356645824046,0.1609182486580289,0.20696427189447403,,0.3077925816857654,0.3283552804206191,0.0,1.2586970893452045,,0.00044074372869345774,0.00014671531156350702,0.00014960963760062224,,0.00013879165983718796,0.00013334500192476492,0.002250169637930205,0.0002519558083459714,,0.8078290771019051,0.11946492410151668,0.14799029325715618,,0.19425149591666907,0.20518590973667739,0.0,0.7573589972097856,,0.15170732999081987,0.01401160079881049,0.017321519115663184,,0.021843818718060265,0.023527465189877465,0.1106859214273945,0.03277299690428986,
49,835,1.6355392932891846,0.6055045127868652,0.5769586563110352,1.9554715156555176,1.2158081531524658,0.6211442947387695,0.4560105800628662,0.9074959754943848,0.6473188400268555,,,,,,,0.0,12.327034356760143,,,,,,,,0.0019051795810979659,0.0007409265477587158,,,,,,,,0.0,6.156460295806174,,,,,,,,0.05270102158510462,0.10159545793636492,
50,5186,1.5388541221618652,0.6774919033050537,0.5811970233917236,1.9281871318817139,0.660327672958374,0.6531524658203125,0.4477689266204834,0.8474977016448975,0.6845247745513916,,,,,,,0.0,10.050683900837633,,,,,,,,0.002076512258355177,0.0006651781720858612,,,,,,,,0.0,5.0405066856462275,,,,,,,,0.07172557258197398,0.12733647393088057,
51,6807,1.025329351425171,0.5353705883026123,0.317901611328125,2.5287652015686035,0.5423402786254883,0.5580673217773438,0.42812633514404297,0.317943811416626,0.6504426002502441,2.535153519911331,0.5600599999807627,0.2643726586530879,,0.3007726709227496,0.2791394733472029,0.0,0.6018615120081042,,0.0006862654231921718,0.0002143210579693698,0.0001384326242814329,,0.00010596693687950843,9.098302578343065e-05,0.0022881309846940283,0.00030341459287077044,,1.2998766731319364,0.35821808729655397,0.16673379782790076,,0.19933477116587744,0.18347026807325623,0.0,0.3086380229660037,,0.22154394685170264,0.029446315032198144,0.01993345592579883,,0.01748331647419554,0.016280252334088995,0.12028181860979686,0.037467719406739375,
52,4819,1.4090712070465088,0.591815710067749,0.5796854496002197,2.017990827560425,0.9061136245727539,0.9641914367675781,0.5672197341918945,0.25495266914367676,0.7455179691314697,,,,16.169937456876365,0.9177025024737586,0.8693430770684403,0.0,0.6202647782624343,,,,,0.00033183921375841755,0.00027015167764009914,0.0002651555701263017,0.0022869284633720384,0.00017926692132186234,,,,,8.192200935058002,0.6073211681521351,0.5810184646676358,0.0,0.40029495504037643,,,,,0.17486350958095231,0.0316757068288821,0.030783974149931087,0.11266702759535187,0.04122002570647961,
53,7341,1.5375511646270752,1.0229136943817139,0.6283409595489502,1.996192455291748,0.6542742252349854,0.6166939735412598,0.4443473815917969,0.282440185546875,0.6500203609466553,,,,,,,0.0,0.4070027368085861,,,,,,,,0.0023116944955788245,0.00044314861415010163,,,,,,,,0.0,0.21126890956207572,,,,,,,,0.13109061271567451,0.03494852765506971,
54,8035,1.4515998363494873,0.7798800468444824,0.5945849418640137,2.053964138031006,0.703385591506958,0.6918594837188721,0.4748845100402832,0.23895692825317383,0.799138069152832,,,,,,,0.0,0.5659968805906269,,,,,,,,0.0023471233841665775,0.00029384064110238875,,,,,,,,0.0,0.3366864466170276,,,,,,,,0.18401456661095814,0.04674335293783002,
56,3974,2.731248140335083,0.6827034950256348,0.5863723754882812,2.3923451900482178,0.6634695529937744,1.1043813228607178,0.43153882026672363,0.9992532730102539,0.7164609432220459,4.918454288081807,0.27516118529822675,0.27989827730584943,21.431982044178014,0.5477049269463731,0.6034632754694013,0.0,1.702439372388008,,0.0008512704864660912,0.0003085004838710265,0.0003061341907306263,0.001671200531230744,0.0005548559252455015,0.000513750611647198,0.0017071113418249263,0.0008422707875834726,,2.416954511800468,0.19632227471821714,0.19878622172067337,10.676986964280083,0.43906517837758274,0.5175668707310545,0.0,0.8148717310016191,,0.05602217856515421,0.008964986369733646,0.008630599413905794,0.1858507923281056,0.013470957501730042,0.013404782188578965,0.04172392486406327,0.044082680678314674,
57,4051,2.7425622940063477,0.4947834014892578,0.549591064453125,1.9360008239746094,0.6450183391571045,0.6540005207061768,0.5454366207122803,0.4759795665740967,0.6652677059173584,9.46143769419235,0.4714631553626902,0.47932322255208193,,,,-0.039347701662524305,1.591669471402691,,0.0003797898097099989,0.00024888859354613656,0.00025499580677832155,,,,0.002344801677617795,0.000595502400060524,,4.838212233631322,0.2760547122973914,0.2789707913852365,,,,0.23733650986854682,0.8090406036827817,,0.1395846746024357,0.0389374806066586,0.03948055238072158,,,,0.13968155889806905,0.13663064476165976,
58,3384,0.42697787284851074,0.3319060802459717,0.491652250289917,1.7231817245483398,0.8212590217590332,0.7050786018371582,2.2051424980163574,0.6752409934997559,0.681307315826416,-0.20591259216016106,1.083698006434215,1.3107279507739695,4.817151630225867,1.8333125476896845,1.8163259886019647,,,,0.0009774351990703561,0.00023516483957853256,0.00047182207623467856,0.0007968678460265103,0.00029353299005958054,0.00036237126478096306,,,,0.2252996640264084,0.6193825710434366,0.6735190926160384,2.378458306617913,1.1347129274529588,1.1457572429936325,,,,0.08203102809751352,0.02865539919008116,0.05968563717936857,0.15177961523786948,0.047632250741172534,0.04685669451524123,,,
62,1956,0.3100883960723877,0.19820332527160645,0.2493581771850586,1.8792641162872314,0.2717421054840088,0.3349461555480957,0.42403745651245117,0.28056907653808594,0.6636853218078613,1.3484715217948096,0.2956009753651419,0.302551463446348,,0.36746814370646347,0.3794169675714338,0.0,1.715220176330438,,0.0003975846374455205,0.00029345290706617606,0.00028860196019340903,,0.00016915986230400077,0.00017390119294286228,0.0023200052743275945,0.00022727701117301253,,0.7092447065697257,0.20182842337614293,0.20750773111456342,,0.25033374047313384,0.25692841323291643,0.0,1.0015265431018041,,0.0789641445584026,0.021954436828476365,0.022445190308947784,,0.03155733672260537,0.03267702781500509,0.13010086387496175,0.05919869932236933,
64,9712,0.6024622917175293,0.29774951934814453,0.28931236267089844,1.5661709308624268,0.5853946208953857,0.5257875919342041,2.3045380115509033,0.666191816329956,0.6559052467346191,9.598118857555287,0.1353251609232199,0.12368785102035668,9.98201637688447,0.2509494665203653,0.2418559309222374,,,,0.0005572719439665409,0.00010557513239614298,0.0001153868750544584,0.00045106046015246066,0.00014949550832875645,0.0001407040904484652,,,,4.906868548403807,0.10441369495268311,0.09630837308560468,5.2064372772307825,0.201848361151378,0.19453818024019914,,,,0.19643345806516008,0.014133648275792745,0.012996068079304503,0.08638152285018802,0.02175767042072496,0.020967493897618327,,,
65,1706,1.4329748153686523,0.6243624687194824,0.6184606552124023,2.3685078620910645,0.6370105743408203,0.6241855621337891,0.4271564483642578,0.5430779457092285,0.6776442527770996,,,,,,,0.0,2.108054238929038,,,,,,,,0.002265199056865034,0.00034955470573385625,,,,,,,,0.0,1.15282775577083,,,,,,,,0.10808160519109605,0.07912411624836427,
66,6952,1.4120597839355469,0.5965061187744141,0.5702447891235352,2.073038339614868,0.6651191711425781,0.6238813400268555,0.4494504928588867,0.2152881622314453,0.6726393699645996,,,,,,,0.0,0.7662908038655387,,,,,,,,0.002310405757153121,0.0004932613387671486,,,,,,,,0.0,0.3755310643233922,,,,,,,,0.11523668290845751,0.050450631983679654,
67,9184,1.4250383377075195,0.6351754665374756,1.0423998832702637,1.9161314964294434,0.6583538055419922,0.6464278697967529,0.4712529182434082,0.261005163192749,0.8310379981994629,,,,,,,0.0,0.7020190755924147,,,,,,,,0.0023300871926326926,0.0005474754316888396,,,,,,,,0.0,0.38491179863358554,,,,,,,,0.12688734317256314,0.05205644982638318,
68,5369,1.5366017818450928,0.6039083003997803,0.616940975189209,2.065412759780884,0.6752219200134277,0.6442694664001465,0.4595048427581787,0.2971153259277344,0.8106567859649658,,,,,,,-0.03258451776054972,0.40978786744750506,,,,,,,,0.0024057682267364733,0.00021250804796368517,,,,,,,,0.2705223375946083,0.23080766121354682,,,,,,,,0.20816814961278626,0.0533929433661575,
73,3172,1.3705079555511475,0.4876110553741455,0.4302816390991211,4.5033791065216064,0.4621703624725342,0.4597163200378418,0.4362771511077881,0.4143102169036865,0.6664533615112305,12.146882350327985,0.2449145105821928,0.22476068363822477,,0.24095980166028447,0.22356982612404708,-0.0009383111262958822,3.850294815720932,,0.00043516794807455276,9.986233637569915e-05,9.368064205853047e-05,,0.00010837368770881451,0.00010691030394960156,0.002319624580158692,0.00042675642538870926,,6.1805249834346085,0.14916778218615637,0.1394147522800373,,0.14089682613998605,0.1330311655754873,0.3269310590582861,2.1357162379581363,,0.17128077708535705,0.01876823555088899,0.017832361965583472,,0.01968674261808578,0.01834526297347875,0.13130522797354235,0.09021031376433283,
